Cod_Loc,IdProvincia,IdDepartamento,Observaciones,Categoria,Provincia,Departamento,Localidad,Título,Domicilio,CP,Web,E-Mail,Latitud,Longitud,Tipo_latitudlongitud,Fuente,tipo_gestion,Modalidad,Universidad,Facultad,Duración,Tipo de Duración,Nivel,Id Titulo,Vigencia,Temática,Año_actualizacion
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Magister en Comunicación Audiovisual,Av. Alicia Moreau de Justo 1500 - -,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Ciencias Sociales,2,Años,Posgrado,7962,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Compaginador Cinematográfico,Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,7,Cuatrimestres,PREGRADO,6033,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Crítico Cinematográfico,Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Cine,Facultad de Cinematografía,7,Cuatrimestres,Pregrado,6032,No Vigente con Actividad,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Director Cinematográfico,Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,7,Cuatrimestres,PREGRADO,4083,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Director en Cine de Animación y Multimedia,Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,7,Cuatrimestres,PREGRADO,6918,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Escenógrafo y Vestuarista Cinematográfico,Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,7,Cuatrimestres,PREGRADO,6031,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Guionista Cinematográfico,Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,7,Cuatrimestres,PREGRADO,871,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Iluminador y Camarógrafo Cinematográfico,Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,7,Cuatrimestres,PREGRADO,831,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Cine de Animación y Multimedia,Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,5,Años,GRADO,7713,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Licenciado en Cinematografía, orientación Compaginación",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,5,Años,GRADO,6043,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Licenciado en Cinematografía, orientación Dirección",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,5,Años,GRADO,6039,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Licenciado en Cinematografía, orientación Escenografía y Vestuario",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,5,Años,GRADO,6042,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Licenciado en Cinematografía, orientación Guión",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,5,Años,GRADO,6040,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Licenciado en Cinematografía, orientación Iluminación y Cámara",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,5,Años,GRADO,6041,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Licenciado en Cinematografía, orientación Producción",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,5,Años,GRADO,6044,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Magister en Cine Documental,Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Cine,Facultad de Cinematografía,2,Años,Posgrado,6917,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Productor Cinematográfico,Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,7,Cuatrimestres,PREGRADO,6034,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Profesor en Cinematografía, orientación Compaginación",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,5,Años,GRADO,6051,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Profesor en Cinematografía, orientación Dirección",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,5,Años,GRADO,6047,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Profesor en Cinematografía, orientación Escenografía y Vestuario",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Cine,Facultad de Cinematografía,5,Años,Grado,6050,No Vigente con Actividad,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Profesor en Cinematografía, orientación Guión",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Cine,Facultad de Cinematografía,5,Años,Grado,6048,No Vigente con Actividad,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Profesor en Cinematografía, orientación Iluminación y Cámara",Pasaje J M Giuffra 330  ,1064,www.ucine.edu.ar,info@ucine.edu.ar,-34.6178504,-58.3706422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Cine,Facultad de Cinematografía,5,Años,GRADO,6049,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Creación de Contenidos Audiovisuales,Sarmiento 2037  ,1054,www.umet.edu.ar,info@umet.edu.ar,-34.6057897,-58.3957851,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Metropolitana,Facultad de Cultura y Comunicación,4,Años,Grado,12610,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Comunicación Audiovisual,Av. Corrientes 1723  ,1041,www.umsa.edu.ar,admisiones@umsa.edu.ar,-34.6042900,-58.3912430,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Museo Social Argentino,Facultad de Ciencias Jurídicas y Sociales,4,Años,GRADO,3454,No vigente con actividad,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Director de Actores de Cine y TV,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Palermo,Facultad de Diseño y Comunicación,3,Años,PREGRADO,8977,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Fotógrafo de Moda,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,2.5,Años,Pregrado,11247,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Guionista de Cine y TV,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,3,Años,Pregrado,8984,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Artes Multimediales,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,4,Años,Grado,8204,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Comunicación Audiovisual,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,4,Años,Grado,3454,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Dirección Cinematográfica,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,4,Años,Grado,8976,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Dirección de Arte,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,4,Años,Grado,7106,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Fotografía,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,4,Años,Grado,5817,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Televisión - Ciclo de Licenciatura,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,1,Años,Grado,6783,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Vestuarista,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,3,Años,Pregrado,10073,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Arte y Diseño Digital,Hipólito Yrigoyen 2441,1020,www.usal.edu.ar,arquitectura@usal.edu.ar,-34.6108070,-58.4009364,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Salvador,Escuela de Arte y Arquitectura,4,Años,Grado,11386,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Arte y Diseño Digital,Rodriguez Peña 670,1057,www.usal.edu.ar,diseno@usal.edu.ar,-34.6011045,-58.3915649,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Salvador,Escuela de Diseño,4,Años,Grado,11386,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Arte y Diseño Digital,Rodriguez Peña 760  ,1020,www.usal.edu.ar,arteyarq@usal.edu.ar,-34.6001554,-58.3916602,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Salvador,Facultad de Arte y Arquitectura,4,Años,Grado,11386,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Diseñador Audiovisual,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,4,Años,Grado,3248,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Tecnología Multimedial,Hidalgo 775 ,1411,www.maimonides.edu,informes@maimonides.edu,-34.6104080,-58.4406971,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Maimónides,Escuela de Comunicación Multimedial,4,Años,Grado,4911,Vigente,Artes Audiovisuales,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Editor,Puán 480  ,1406,www.filo.uba.ar,doeinfo@rec.uba.ar,-34.6283371,-58.4461906,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Filosofía y Letras,6,Cuatrimestres,Pregrado,9619,Vigente,Editorial,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Especialista en Teoría del Diseño Comunicacional,Intendente Güiraldes 2160  Pabellón 3,1428,www.fadu.uba.ar,doeinfo@rec.uba.ar,-34.5452360,-58.4388670,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Arquitectura Diseño y Urbanismo,2,Años,Posgrado,9391,Vigente,Medios,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Especialista en Periodismo Económico,Av. Córdoba 2122  ,1120,www.econ.uba.ar/,doeinfo@rec.uba.ar,-34.6003169,-58.3975865,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Buenos Aires,Facultad de Ciencias Económicas,2,Años,POSGRADO,7704,Vigente,Medios,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Especialista en Comunicación Pública de la Ciencia y la Tecnología,Intendente Güiraldes 2160  Pabellón 2,1428,www.exactas.uba.ar,academ@de.fcen.uba.ar,-34.5452360,-58.4388670,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Ciencias Exactas y Naturales,1,Años,Posgrado,13001,Vigente,Medios,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Especialista en Planificación y Gestión del Periodismo,Santiago del Estero 1029  ,1122,www.fsoc.uba.ar,academ@mail.fsoc.uba.ar,-34.6204727,-58.3846465,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Ciencias Sociales,1.5,Años,Posgrado,9362,Vigente,Medios,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Ciencias de la Comunicación,Santiago del Estero 1029  ,1122,www.fsoc.uba.ar,academ@mail.fsoc.uba.ar,-34.6204727,-58.3846465,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Ciencias Sociales,5,Años,Grado,540,Vigente,Medios,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Magister de la Universidad de Buenos Aires en Comunicación y Cultura,Santiago del Estero 1029  ,1122,www.fsoc.uba.ar,academ@mail.fsoc.uba.ar,-34.6204727,-58.3846465,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Ciencias Sociales,2,Años,Posgrado,9409,Vigente,Medios,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Magister de la Universidad de Buenos Aires en Periodismo,Santiago del Estero 1029  ,1122,www.fsoc.uba.ar,academ@mail.fsoc.uba.ar,-34.6204727,-58.3846465,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Ciencias Sociales,2,Años,Posgrado,9453,Vigente,Medios,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Magister de la Universidad de Buenos Aires en Estudios sobre Servicios de Comunicación Audiovisual,Viamonte 430  ,1053,http://www.uba.ar/academicos/doe,doeinfo@rec.uba.ar,-34.5998290,-58.3730100,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Rectorado,2,Años,Posgrado,10466,Vigente,Medios,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Comunicación,25 Mayo 552 5 ,1089,www.iunma.edu.ar,www.iunma.edu.ar,-34.6013659,-58.3714005,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Madres de Plaza de Mayo,Departamento de Humanidades,5,Años,Grado,4884,Vigente,Medios,2020
